Locus_tag	OperonID	Description
MSMEG_3780	operon_1673	NC_008596.1|gene3778|MSMEG_3780
MSMEG_3781	operon_1674	NC_008596.1|gene3779|MSMEG_3781
MSMEG_3783	operon_1674	NC_008596.1|gene3780|MSMEG_3783
MSMEG_3782	operon_1675	NC_008596.1|gene3781|MSMEG_3782
MSMEG_3784	operon_1675	NC_008596.1|gene3782|MSMEG_3784
MSMEG_3785	operon_1675	NC_008596.1|gene3783|MSMEG_3785
MSMEG_3786	operon_1676	NC_008596.1|gene3784|MSMEG_3786
MSMEG_3787	operon_1676	NC_008596.1|gene3785|MSMEG_3787
MSMEG_3788	operon_1676	NC_008596.1|gene3786|MSMEG_3788|eda
MSMEG_3789	operon_1676	NC_008596.1|gene3787|MSMEG_3789
MSMEG_3790	operon_1677	NC_008596.1|gene3788|MSMEG_3790
MSMEG_3791	operon_1677	NC_008596.1|gene3789|MSMEG_3791|rplT
MSMEG_3792	operon_1677	NC_008596.1|gene3790|MSMEG_3792|rpmI
MSMEG_3793	operon_1677	NC_008596.1|gene3791|MSMEG_3793|infC
MSMEG_3794	operon_1678	NC_008596.1|gene3792|MSMEG_3794
MSMEG_3795	operon_1679	NC_008596.1|gene3793|MSMEG_3795
MSMEG_3796	operon_1679	NC_008596.1|gene3794|MSMEG_3796|lysS
MSMEG_3797	operon_1679	NC_008596.1|gene3795|MSMEG_3797
MSMEG_3798	operon_1680	NC_008596.1|gene3796|MSMEG_3798
MSMEG_3799	operon_1680	NC_008596.1|gene3797|MSMEG_3799
MSMEG_3800	operon_1681	NC_008596.1|gene3798|MSMEG_3800
MSMEG_3801	operon_1682	NC_008596.1|gene3799|MSMEG_3801
MSMEG_3802	operon_1682	NC_008596.1|gene3800|MSMEG_3802
MSMEG_3803	operon_1683	NC_008596.1|gene3801|MSMEG_3803
MSMEG_3804	operon_1684	NC_008596.1|gene3802|MSMEG_3804
MSMEG_3806	operon_1684	NC_008596.1|gene3803|MSMEG_3806
MSMEG_3805	operon_1685	NC_008596.1|gene3804|MSMEG_3805
MSMEG_3807	operon_1686	NC_008596.1|gene3805|MSMEG_3807
MSMEG_3809	operon_1686	NC_008596.1|gene3806|MSMEG_3809
MSMEG_3808	operon_1687	NC_008596.1|gene3807|MSMEG_3808|uvrA
MSMEG_3810	operon_1688	NC_008596.1|gene3808|MSMEG_3810
MSMEG_3811	operon_1689	NC_008596.1|gene3809|MSMEG_3811
MSMEG_3812	operon_1690	NC_008596.1|gene3810|MSMEG_3812
MSMEG_3813	operon_1690	NC_008596.1|gene3811|MSMEG_3813
MSMEG_3814	operon_1691	NC_008596.1|gene3812|MSMEG_3814
MSMEG_3815	operon_1692	NC_008596.1|gene3813|MSMEG_3815
MSMEG_3816	operon_1692	NC_008596.1|gene3814|MSMEG_3816|uvrB
MSMEG_3817	operon_1693	NC_008596.1|gene3815|MSMEG_3817
MSMEG_3819	operon_1693	NC_008596.1|gene3816|MSMEG_3819
MSMEG_3818	operon_1694	NC_008596.1|gene3817|MSMEG_3818
MSMEG_3820	operon_1695	NC_008596.1|gene3818|MSMEG_3820
MSMEG_3821	operon_1695	NC_008596.1|gene3819|MSMEG_3821
MSMEG_3822	operon_1696	NC_008596.1|gene3820|MSMEG_3822
MSMEG_3823	operon_1697	NC_008596.1|gene3821|MSMEG_3823
MSMEG_3824	operon_1697	NC_008596.1|gene3822|MSMEG_3824
MSMEG_3825	operon_1697	NC_008596.1|gene3823|MSMEG_3825
MSMEG_3826	operon_1697	NC_008596.1|gene3824|MSMEG_3826
MSMEG_3827	operon_1697	NC_008596.1|gene3825|MSMEG_3827
MSMEG_3828	operon_1697	NC_008596.1|gene3826|MSMEG_3828
MSMEG_3829	operon_1697	NC_008596.1|gene3827|MSMEG_3829
MSMEG_3830	operon_1697	NC_008596.1|gene3828|MSMEG_3830
MSMEG_3832	operon_1697	NC_008596.1|gene3829|MSMEG_3832
MSMEG_3831	operon_1698	NC_008596.1|gene3830|MSMEG_3831
MSMEG_3833	operon_1698	NC_008596.1|gene3831|MSMEG_3833|rpsA
MSMEG_3834	operon_1699	NC_008596.1|gene3832|MSMEG_3834
MSMEG_3835	operon_1699	NC_008596.1|gene3833|MSMEG_3835
MSMEG_3836	operon_1699	NC_008596.1|gene3834|MSMEG_3836
MSMEG_3838	operon_1700	NC_008596.1|gene3835|MSMEG_3838
MSMEG_3837	operon_1701	NC_008596.1|gene3836|MSMEG_3837
MSMEG_3839	operon_1701	NC_008596.1|gene3837|MSMEG_3839
MSMEG_3840	operon_1701	NC_008596.1|gene3838|MSMEG_3840
MSMEG_3841	operon_1702	NC_008596.1|gene3839|MSMEG_3841
MSMEG_3842	operon_1702	NC_008596.1|gene3840|MSMEG_3842
MSMEG_3843	operon_1702	NC_008596.1|gene3841|MSMEG_3843
MSMEG_3844	operon_1702	NC_008596.1|gene3842|MSMEG_3844
MSMEG_3845	operon_1702	NC_008596.1|gene3843|MSMEG_3845
MSMEG_3846	operon_1703	NC_008596.1|gene3844|MSMEG_3846
MSMEG_3847	operon_1703	NC_008596.1|gene3845|MSMEG_3847|tynA
MSMEG_3848	operon_1703	NC_008596.1|gene3846|MSMEG_3848
MSMEG_3849	operon_1704	NC_008596.1|gene3847|MSMEG_3849
MSMEG_3851	operon_1704	NC_008596.1|gene3848|MSMEG_3851
MSMEG_3850	operon_1705	NC_008596.1|gene3849|MSMEG_3850
MSMEG_3852	operon_1705	NC_008596.1|gene3850|MSMEG_3852
MSMEG_3853	operon_1705	NC_008596.1|gene3851|MSMEG_3853
MSMEG_3854	operon_1705	NC_008596.1|gene3852|MSMEG_3854
MSMEG_3855	operon_1706	NC_008596.1|gene3853|MSMEG_3855
MSMEG_3856	operon_1706	NC_008596.1|gene3854|MSMEG_3856
MSMEG_3857	operon_1707	NC_008596.1|gene3855|MSMEG_3857
MSMEG_3858	operon_1708	NC_008596.1|gene3856|MSMEG_3858
MSMEG_3859	operon_1709	NC_008596.1|gene3857|MSMEG_3859
MSMEG_3860	operon_1709	NC_008596.1|gene3858|MSMEG_3860
MSMEG_3861	operon_1709	NC_008596.1|gene3859|MSMEG_3861
MSMEG_3862	operon_1709	NC_008596.1|gene3860|MSMEG_3862|fxsA
MSMEG_3863	operon_1709	NC_008596.1|gene3861|MSMEG_3863
MSMEG_3864	operon_1709	NC_008596.1|gene3862|MSMEG_3864|cobN
MSMEG_3865	operon_1710	NC_008596.1|gene3863|MSMEG_3865
MSMEG_3866	operon_1711	NC_008596.1|gene3864|MSMEG_3866
MSMEG_3867	operon_1711	NC_008596.1|gene3865|MSMEG_3867
MSMEG_3868	operon_1711	NC_008596.1|gene3866|MSMEG_3868
MSMEG_3869	operon_1711	NC_008596.1|gene3867|MSMEG_3869
MSMEG_3870	operon_1712	NC_008596.1|gene3868|MSMEG_3870
MSMEG_3871	operon_1712	NC_008596.1|gene3869|MSMEG_3871|cobG
MSMEG_3872	operon_1712	NC_008596.1|gene3870|MSMEG_3872|cobH
MSMEG_3873	operon_1712	NC_008596.1|gene3871|MSMEG_3873
MSMEG_3874	operon_1712	NC_008596.1|gene3872|MSMEG_3874
MSMEG_3876	operon_1712	NC_008596.1|gene3873|MSMEG_3876
MSMEG_3875	operon_1713	NC_008596.1|gene3874|MSMEG_3875|cobK
MSMEG_3877	operon_1713	NC_008596.1|gene3875|MSMEG_3877|cobM
MSMEG_3878	operon_1713	NC_008596.1|gene3876|MSMEG_3878|cobL
MSMEG_3879	operon_1713	NC_008596.1|gene3877|MSMEG_3879
MSMEG_3880	operon_1714	NC_008596.1|gene3878|MSMEG_3880
MSMEG_3881	operon_1715	NC_008596.1|gene3879|MSMEG_3881
MSMEG_3882	operon_1715	NC_008596.1|gene3880|MSMEG_3882
MSMEG_3883	operon_1716	NC_008596.1|gene3881|MSMEG_3883
MSMEG_3884	operon_1717	NC_008596.1|gene3882|MSMEG_3884
MSMEG_3885	operon_1717	NC_008596.1|gene3883|MSMEG_3885
MSMEG_3886	operon_1717	NC_008596.1|gene3884|MSMEG_3886|tatC
MSMEG_3887	operon_1717	NC_008596.1|gene3885|MSMEG_3887|tatA
MSMEG_3888	operon_1717	NC_008596.1|gene3886|MSMEG_3888
MSMEG_3889	operon_1717	NC_008596.1|gene3887|MSMEG_3889
MSMEG_3890	operon_1717	NC_008596.1|gene3888|MSMEG_3890
MSMEG_3891	operon_1718	NC_008596.1|gene3889|MSMEG_3891
MSMEG_3892	operon_1718	NC_008596.1|gene3890|MSMEG_3892
MSMEG_3893	operon_1718	NC_008596.1|gene3891|MSMEG_3893
MSMEG_3894	operon_1719	NC_008596.1|gene3892|MSMEG_3894
MSMEG_3895	operon_1719	NC_008596.1|gene3893|MSMEG_3895
MSMEG_3896	operon_1719	NC_008596.1|gene3894|MSMEG_3896
MSMEG_3897	operon_1719	NC_008596.1|gene3895|MSMEG_3897
MSMEG_3898	operon_1719	NC_008596.1|gene3896|MSMEG_3898|thpD
MSMEG_3899	operon_1719	NC_008596.1|gene3897|MSMEG_3899|ectC
MSMEG_3900	operon_1719	NC_008596.1|gene3898|MSMEG_3900|ectB
MSMEG_3901	operon_1719	NC_008596.1|gene3899|MSMEG_3901|ectA
MSMEG_3902	operon_1720	NC_008596.1|gene3900|MSMEG_3902
MSMEG_3903	operon_1721	NC_008596.1|gene3901|MSMEG_3903
MSMEG_3904	operon_1721	NC_008596.1|gene3902|MSMEG_3904
MSMEG_3905	operon_1721	NC_008596.1|gene3903|MSMEG_3905
MSMEG_3906	operon_1722	NC_008596.1|gene3904|MSMEG_3906
MSMEG_3907	operon_1723	NC_008596.1|gene3905|MSMEG_3907
MSMEG_3908	operon_1723	NC_008596.1|gene3906|MSMEG_3908
MSMEG_3910	operon_1723	NC_008596.1|gene3907|MSMEG_3910
MSMEG_3909	operon_1724	NC_008596.1|gene3908|MSMEG_3909
MSMEG_3911	operon_1724	NC_008596.1|gene3909|MSMEG_3911
MSMEG_3912	operon_1724	NC_008596.1|gene3910|MSMEG_3912
MSMEG_3914	operon_1725	NC_008596.1|gene3911|MSMEG_3914
MSMEG_3913	operon_1726	NC_008596.1|gene3912|MSMEG_3913
MSMEG_3915	operon_1726	NC_008596.1|gene3913|MSMEG_3915
MSMEG_3916	operon_1726	NC_008596.1|gene3914|MSMEG_3916
MSMEG_3917	operon_1727	NC_008596.1|gene3915|MSMEG_3917
MSMEG_3918	operon_1727	NC_008596.1|gene3916|MSMEG_3918
MSMEG_3919	operon_1728	NC_008596.1|gene3917|MSMEG_3919
MSMEG_3920	operon_1728	NC_008596.1|gene3918|MSMEG_3920
MSMEG_3922	operon_1728	NC_008596.1|gene3919|MSMEG_3922
MSMEG_3921	operon_1729	NC_008596.1|gene3920|MSMEG_3921
MSMEG_3923	operon_1730	NC_008596.1|gene3921|MSMEG_3923
MSMEG_3924	operon_1731	NC_008596.1|gene3922|MSMEG_3924
MSMEG_3925	operon_1732	NC_008596.1|gene3923|MSMEG_3925
MSMEG_3926	operon_1733	NC_008596.1|gene3924|MSMEG_3926
MSMEG_3927	operon_1733	NC_008596.1|gene3925|MSMEG_3927
MSMEG_3928	operon_1733	NC_008596.1|gene3926|MSMEG_3928
MSMEG_3929	operon_1733	NC_008596.1|gene3927|MSMEG_3929
MSMEG_3930	operon_1733	NC_008596.1|gene3928|MSMEG_3930
MSMEG_3931	operon_1733	NC_008596.1|gene3929|MSMEG_3931
MSMEG_3932	operon_1733	NC_008596.1|gene3930|MSMEG_3932
MSMEG_3934	operon_1734	NC_008596.1|gene3931|MSMEG_3934
MSMEG_3933	operon_1735	NC_008596.1|gene3932|MSMEG_3933
MSMEG_3935	operon_1735	NC_008596.1|gene3933|MSMEG_3935
MSMEG_3936	operon_1735	NC_008596.1|gene3934|MSMEG_3936
MSMEG_3937	operon_1735	NC_008596.1|gene3935|MSMEG_3937
MSMEG_3938	operon_1736	NC_008596.1|gene3936|MSMEG_3938
MSMEG_3939	operon_1737	NC_008596.1|gene3937|MSMEG_3939
MSMEG_3940	operon_1738	NC_008596.1|gene3938|MSMEG_3940
MSMEG_3941	operon_1739	NC_008596.1|gene3939|MSMEG_3941
MSMEG_3942	operon_1740	NC_008596.1|gene3940|MSMEG_3942
MSMEG_3943	operon_1741	NC_008596.1|gene3941|MSMEG_3943
MSMEG_3944	operon_1741	NC_008596.1|gene3942|MSMEG_3944
MSMEG_3945	operon_1742	NC_008596.1|gene3943|MSMEG_3945
MSMEG_3946	operon_1742	NC_008596.1|gene3944|MSMEG_3946
MSMEG_3948	operon_1743	NC_008596.1|gene3945|MSMEG_3948
MSMEG_3947	operon_1744	NC_008596.1|gene3946|MSMEG_3947
MSMEG_3949	operon_1745	NC_008596.1|gene3947|MSMEG_3949
MSMEG_3950	operon_1745	NC_008596.1|gene3948|MSMEG_3950
MSMEG_3952	operon_1745	NC_008596.1|gene3949|MSMEG_3952
MSMEG_3951	operon_1746	NC_008596.1|gene3950|MSMEG_3951
MSMEG_3953	operon_1746	NC_008596.1|gene3951|MSMEG_3953
MSMEG_3954	operon_1747	NC_008596.1|gene3952|MSMEG_3954
MSMEG_3955	operon_1748	NC_008596.1|gene3953|MSMEG_3955
MSMEG_3956	operon_1748	NC_008596.1|gene3954|MSMEG_3956
MSMEG_3957	operon_1748	NC_008596.1|gene3955|MSMEG_3957
MSMEG_3958	operon_1748	NC_008596.1|gene3956|MSMEG_3958
MSMEG_3959	operon_1749	NC_008596.1|gene3957|MSMEG_3959
MSMEG_3960	operon_1749	NC_008596.1|gene3958|MSMEG_3960
MSMEG_3961	operon_1749	NC_008596.1|gene3959|MSMEG_3961
MSMEG_3962	operon_1750	NC_008596.1|gene3960|MSMEG_3962
MSMEG_3963	operon_1751	NC_008596.1|gene3961|MSMEG_3963
MSMEG_3964	operon_1752	NC_008596.1|gene3962|MSMEG_3964
MSMEG_3965	operon_1752	NC_008596.1|gene3963|MSMEG_3965
MSMEG_3966	operon_1752	NC_008596.1|gene3964|MSMEG_3966
MSMEG_3967	operon_1753	NC_008596.1|gene3965|MSMEG_3967
MSMEG_3971	operon_1754	NC_008596.1|gene3966|MSMEG_3971
MSMEG_3968	operon_1755	NC_008596.1|gene3967|MSMEG_3968
MSMEG_3969	operon_1755	NC_008596.1|gene3968|MSMEG_3969
MSMEG_3970	operon_1755	NC_008596.1|gene3969|MSMEG_3970
MSMEG_3972	operon_1756	NC_008596.1|gene3970|MSMEG_3972
MSMEG_3973	operon_1757	NC_008596.1|gene3971|MSMEG_3973
MSMEG_3974	operon_1757	NC_008596.1|gene3972|MSMEG_3974
MSMEG_3975	operon_1758	NC_008596.1|gene3973|MSMEG_3975
MSMEG_3976	operon_1759	NC_008596.1|gene3974|MSMEG_3976
MSMEG_3977	operon_1760	NC_008596.1|gene3975|MSMEG_3977
MSMEG_3978	operon_1760	NC_008596.1|gene3976|MSMEG_3978|ampC
MSMEG_3979	operon_1761	NC_008596.1|gene3977|MSMEG_3979
MSMEG_3980	operon_1762	NC_008596.1|gene3978|MSMEG_3980
MSMEG_3981	operon_1762	NC_008596.1|gene3979|MSMEG_3981
MSMEG_3982	operon_1762	NC_008596.1|gene3980|MSMEG_3982
MSMEG_3983	operon_1762	NC_008596.1|gene3981|MSMEG_3983
MSMEG_3984	operon_1763	NC_008596.1|gene3982|MSMEG_3984
MSMEG_3985	operon_1764	NC_008596.1|gene3983|MSMEG_3985
MSMEG_3986	operon_1764	NC_008596.1|gene3984|MSMEG_3986
MSMEG_3987	operon_1764	NC_008596.1|gene3985|MSMEG_3987
MSMEG_3988	operon_1765	NC_008596.1|gene3986|MSMEG_3988
MSMEG_3989	operon_1766	NC_008596.1|gene3987|MSMEG_3989
MSMEG_3990	operon_1766	NC_008596.1|gene3988|MSMEG_3990
MSMEG_3991	operon_1766	NC_008596.1|gene3989|MSMEG_3991
MSMEG_3992	operon_1767	NC_008596.1|gene3990|MSMEG_3992
MSMEG_3993	operon_1768	NC_008596.1|gene3991|MSMEG_3993
MSMEG_3994	operon_1768	NC_008596.1|gene3992|MSMEG_3994
MSMEG_3995	operon_1768	NC_008596.1|gene3993|MSMEG_3995
MSMEG_3996	operon_1768	NC_008596.1|gene3994|MSMEG_3996|hydA
MSMEG_3997	operon_1769	NC_008596.1|gene3995|MSMEG_3997
MSMEG_3998	operon_1770	NC_008596.1|gene3996|MSMEG_3998
MSMEG_3999	operon_1771	NC_008596.1|gene3997|MSMEG_3999
MSMEG_4000	operon_1771	NC_008596.1|gene3998|MSMEG_4000
MSMEG_4001	operon_1771	NC_008596.1|gene3999|MSMEG_4001
MSMEG_4002	operon_1771	NC_008596.1|gene4000|MSMEG_4002
MSMEG_4003	operon_1771	NC_008596.1|gene4001|MSMEG_4003
MSMEG_4004	operon_1771	NC_008596.1|gene4002|MSMEG_4004
MSMEG_4005	operon_1771	NC_008596.1|gene4003|MSMEG_4005
MSMEG_4006	operon_1772	NC_008596.1|gene4004|MSMEG_4006
MSMEG_4007	operon_1773	NC_008596.1|gene4005|MSMEG_4007
MSMEG_4008	operon_1774	NC_008596.1|gene4006|MSMEG_4008
MSMEG_4009	operon_1774	NC_008596.1|gene4007|MSMEG_4009
MSMEG_4010	operon_1774	NC_008596.1|gene4008|MSMEG_4010
MSMEG_4011	operon_1774	NC_008596.1|gene4009|MSMEG_4011
MSMEG_4012	operon_1774	NC_008596.1|gene4010|MSMEG_4012|hydA
MSMEG_4013	operon_1774	NC_008596.1|gene4011|MSMEG_4013
MSMEG_4014	operon_1774	NC_008596.1|gene4012|MSMEG_4014
MSMEG_4016	operon_1774	NC_008596.1|gene4013|MSMEG_4016
MSMEG_4015	operon_1775	NC_008596.1|gene4014|MSMEG_4015
MSMEG_4017	operon_1776	NC_008596.1|gene4015|MSMEG_4017
MSMEG_4018	operon_1777	NC_008596.1|gene4016|MSMEG_4018
MSMEG_4019	operon_1778	NC_008596.1|gene4017|MSMEG_4019
MSMEG_4020	operon_1778	NC_008596.1|gene4018|MSMEG_4020
MSMEG_4021	operon_1778	NC_008596.1|gene4019|MSMEG_4021
MSMEG_4022	operon_1779	NC_008596.1|gene4020|MSMEG_4022
MSMEG_4023	operon_1780	NC_008596.1|gene4021|MSMEG_4023
MSMEG_4024	operon_1781	NC_008596.1|gene4022|MSMEG_4024
MSMEG_4025	operon_1781	NC_008596.1|gene4023|MSMEG_4025
MSMEG_4026	operon_1782	NC_008596.1|gene4024|MSMEG_4026
MSMEG_4027	operon_1782	NC_008596.1|gene4025|MSMEG_4027
MSMEG_4028	operon_1783	NC_008596.1|gene4026|MSMEG_4028
MSMEG_4029	operon_1784	NC_008596.1|gene4027|MSMEG_4029
MSMEG_4030	operon_1785	NC_008596.1|gene4028|MSMEG_4030
MSMEG_4031	operon_1786	NC_008596.1|gene4029|MSMEG_4031
MSMEG_4032	operon_1787	NC_008596.1|gene4030|MSMEG_4032
MSMEG_4033	operon_1788	NC_008596.1|gene4031|MSMEG_4033
MSMEG_4034	operon_1788	NC_008596.1|gene4032|MSMEG_4034
MSMEG_4035	operon_1789	NC_008596.1|gene4033|MSMEG_4035
MSMEG_4036	operon_1789	NC_008596.1|gene4034|MSMEG_4036
MSMEG_4037	operon_1789	NC_008596.1|gene4035|MSMEG_4037
MSMEG_4038	operon_1790	NC_008596.1|gene4036|MSMEG_4038
MSMEG_4039	operon_1790	NC_008596.1|gene4037|MSMEG_4039
MSMEG_4040	operon_1790	NC_008596.1|gene4038|MSMEG_4040
MSMEG_4041	operon_1791	NC_008596.1|gene4039|MSMEG_4041
MSMEG_4042	operon_1792	NC_008596.1|gene4040|MSMEG_4042
MSMEG_4043	operon_1792	NC_008596.1|gene4041|MSMEG_4043
MSMEG_4044	operon_1793	NC_008596.1|gene4042|MSMEG_4044
MSMEG_4045	operon_1793	NC_008596.1|gene4043|MSMEG_4045
MSMEG_4046	operon_1793	NC_008596.1|gene4044|MSMEG_4046
MSMEG_4047	operon_1793	NC_008596.1|gene4045|MSMEG_4047
MSMEG_4048	operon_1793	NC_008596.1|gene4046|MSMEG_4048
MSMEG_4049	operon_1793	NC_008596.1|gene4047|MSMEG_4049
MSMEG_4050	operon_1793	NC_008596.1|gene4048|MSMEG_4050
MSMEG_4051	operon_1793	NC_008596.1|gene4049|MSMEG_4051
MSMEG_4052	operon_1793	NC_008596.1|gene4050|MSMEG_4052
MSMEG_4053	operon_1794	NC_008596.1|gene4051|MSMEG_4053
MSMEG_4054	operon_1794	NC_008596.1|gene4052|MSMEG_4054
MSMEG_4055	operon_1795	NC_008596.1|gene4053|MSMEG_4055
MSMEG_4056	operon_1795	NC_008596.1|gene4054|MSMEG_4056
MSMEG_4057	operon_1796	NC_008596.1|gene4055|MSMEG_4057
MSMEG_4058	operon_1796	NC_008596.1|gene4056|MSMEG_4058
MSMEG_4059	operon_1796	NC_008596.1|gene4057|MSMEG_4059
MSMEG_4060	operon_1796	NC_008596.1|gene4058|MSMEG_4060
MSMEG_4061	operon_1796	NC_008596.1|gene4059|MSMEG_4061
MSMEG_4062	operon_1796	NC_008596.1|gene4060|MSMEG_4062
MSMEG_4063	operon_1797	NC_008596.1|gene4061|MSMEG_4063
MSMEG_4064	operon_1798	NC_008596.1|gene4062|MSMEG_4064
MSMEG_4065	operon_1799	NC_008596.1|gene4063|MSMEG_4065
MSMEG_4066	operon_1799	NC_008596.1|gene4064|MSMEG_4066
MSMEG_4068	operon_1800	NC_008596.1|gene4065|MSMEG_4068
MSMEG_4067	operon_1801	NC_008596.1|gene4066|MSMEG_4067
MSMEG_4069	operon_1801	NC_008596.1|gene4067|MSMEG_4069
MSMEG_4070	operon_1802	NC_008596.1|gene4068|MSMEG_4070
MSMEG_4072	operon_1803	NC_008596.1|gene4069|MSMEG_4072
MSMEG_4071	operon_1804	NC_008596.1|gene4070|MSMEG_4071
MSMEG_4073	operon_1805	NC_008596.1|gene4071|MSMEG_4073
MSMEG_4074	operon_1806	NC_008596.1|gene4072|MSMEG_4074
MSMEG_4075	operon_1806	NC_008596.1|gene4073|MSMEG_4075
MSMEG_4076	operon_1806	NC_008596.1|gene4074|MSMEG_4076
MSMEG_4077	operon_1806	NC_008596.1|gene4075|MSMEG_4077
MSMEG_4078	operon_1806	NC_008596.1|gene4076|MSMEG_4078
MSMEG_4079	operon_1807	NC_008596.1|gene4077|MSMEG_4079
MSMEG_4080	operon_1808	NC_008596.1|gene4078|MSMEG_4080
MSMEG_4081	operon_1809	NC_008596.1|gene4079|MSMEG_4081
MSMEG_4082	operon_1810	NC_008596.1|gene4080|MSMEG_4082
MSMEG_4083	operon_1810	NC_008596.1|gene4081|MSMEG_4083
MSMEG_4084	operon_1810	NC_008596.1|gene4082|MSMEG_4084
MSMEG_4085	operon_1810	NC_008596.1|gene4083|MSMEG_4085
MSMEG_4086	operon_1810	NC_008596.1|gene4084|MSMEG_4086|ssuD
MSMEG_4087	operon_1810	NC_008596.1|gene4085|MSMEG_4087
MSMEG_4088	operon_1811	NC_008596.1|gene4086|MSMEG_4088
MSMEG_4089	operon_1811	NC_008596.1|gene4087|MSMEG_4089
MSMEG_4090	operon_1811	NC_008596.1|gene4088|MSMEG_4090
MSMEG_4091	operon_1812	NC_008596.1|gene4089|MSMEG_4091|ssuD
MSMEG_4092	operon_1812	NC_008596.1|gene4090|MSMEG_4092
MSMEG_4093	operon_1812	NC_008596.1|gene4091|MSMEG_4093
MSMEG_4094	operon_1812	NC_008596.1|gene4092|MSMEG_4094
MSMEG_4095	operon_1812	NC_008596.1|gene4093|MSMEG_4095
MSMEG_4096	operon_1812	NC_008596.1|gene4094|MSMEG_4096|ssuD
MSMEG_4097	operon_1812	NC_008596.1|gene4095|MSMEG_4097
MSMEG_4098	operon_1812	NC_008596.1|gene4096|MSMEG_4098
MSMEG_4099	operon_1812	NC_008596.1|gene4097|MSMEG_4099
MSMEG_4100	operon_1812	NC_008596.1|gene4098|MSMEG_4100
MSMEG_4101	operon_1812	NC_008596.1|gene4099|MSMEG_4101
MSMEG_4102	operon_1813	NC_008596.1|gene4100|MSMEG_4102
MSMEG_4103	operon_1813	NC_008596.1|gene4101|MSMEG_4103
MSMEG_4104	operon_1813	NC_008596.1|gene4102|MSMEG_4104
MSMEG_4105	operon_1814	NC_008596.1|gene4103|MSMEG_4105
MSMEG_4106	operon_1814	NC_008596.1|gene4104|MSMEG_4106
MSMEG_4107	operon_1814	NC_008596.1|gene4105|MSMEG_4107
MSMEG_4108	operon_1814	NC_008596.1|gene4106|MSMEG_4108|pntB
MSMEG_4109	operon_1814	NC_008596.1|gene4107|MSMEG_4109|pntA
MSMEG_4110	operon_1814	NC_008596.1|gene4108|MSMEG_4110
MSMEG_4111	operon_1814	NC_008596.1|gene4109|MSMEG_4111
MSMEG_4112	operon_1814	NC_008596.1|gene4110|MSMEG_4112
MSMEG_4113	operon_1814	NC_008596.1|gene4111|MSMEG_4113
MSMEG_4114	operon_1814	NC_008596.1|gene4112|MSMEG_4114|menB
MSMEG_4115	operon_1814	NC_008596.1|gene4113|MSMEG_4115
MSMEG_4116	operon_1814	NC_008596.1|gene4114|MSMEG_4116
MSMEG_4117	operon_1814	NC_008596.1|gene4115|MSMEG_4117
MSMEG_4118	operon_1814	NC_008596.1|gene4116|MSMEG_4118
MSMEG_4119	operon_1814	NC_008596.1|gene4117|MSMEG_4119
MSMEG_4120	operon_1814	NC_008596.1|gene4118|MSMEG_4120
MSMEG_4121	operon_1815	NC_008596.1|gene4119|MSMEG_4121
MSMEG_4122	operon_1816	NC_008596.1|gene4120|MSMEG_4122
MSMEG_4123	operon_1817	NC_008596.1|gene4121|MSMEG_4123
MSMEG_4124	operon_1817	NC_008596.1|gene4122|MSMEG_4124
MSMEG_4125	operon_1818	NC_008596.1|gene4123|MSMEG_4125
MSMEG_4126	operon_1819	NC_008596.1|gene4124|MSMEG_4126
MSMEG_4127	operon_1820	NC_008596.1|gene4125|MSMEG_4127
MSMEG_4128	operon_1820	NC_008596.1|gene4126|MSMEG_4128
MSMEG_4129	operon_1821	NC_008596.1|gene4127|MSMEG_4129
MSMEG_4131	operon_1821	NC_008596.1|gene4128|MSMEG_4131
MSMEG_4130	operon_1822	NC_008596.1|gene4129|MSMEG_4130
MSMEG_4132	operon_1823	NC_008596.1|gene4130|MSMEG_4132
MSMEG_4133	operon_1823	NC_008596.1|gene4131|MSMEG_4133
MSMEG_4134	operon_1823	NC_008596.1|gene4132|MSMEG_4134
MSMEG_4135	operon_1824	NC_008596.1|gene4133|MSMEG_4135
MSMEG_4136	operon_1824	NC_008596.1|gene4134|MSMEG_4136
MSMEG_4137	operon_1824	NC_008596.1|gene4135|MSMEG_4137
MSMEG_4138	operon_1825	NC_008596.1|gene4136|MSMEG_4138
MSMEG_4139	operon_1825	NC_008596.1|gene4137|MSMEG_4139
MSMEG_4140	operon_1825	NC_008596.1|gene4138|MSMEG_4140
MSMEG_4141	operon_1826	NC_008596.1|gene4139|MSMEG_4141
MSMEG_4142	operon_1827	NC_008596.1|gene4140|MSMEG_4142
MSMEG_4143	operon_1828	NC_008596.1|gene4141|MSMEG_4143
MSMEG_4144	operon_1829	NC_008596.1|gene4142|MSMEG_4144
MSMEG_4145	operon_1830	NC_008596.1|gene4143|MSMEG_4145
MSMEG_4146	operon_1831	NC_008596.1|gene4144|MSMEG_4146
MSMEG_4147	operon_1831	NC_008596.1|gene4145|MSMEG_4147
MSMEG_4148	operon_1832	NC_008596.1|gene4146|MSMEG_4148
MSMEG_4149	operon_1833	NC_008596.1|gene4147|MSMEG_4149
MSMEG_4150	operon_1833	NC_008596.1|gene4148|MSMEG_4150
MSMEG_4151	operon_1834	NC_008596.1|gene4149|MSMEG_4151
MSMEG_4152	operon_1834	NC_008596.1|gene4150|MSMEG_4152
MSMEG_4153	operon_1834	NC_008596.1|gene4151|MSMEG_4153
