locus_tag	old_locus_tag	gene	Name	start	end	strand	product	note	type	ID	NCBI
MSMEG_4229	MSMEG_4229	murD	murD	4310401	4311882	-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	UDP-N-acetylmuramoylalanine--D-glutamate ligase%3B involved in peptidoglycan biosynthesis%3B cytoplasmic%3B catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation	gene	gene4227	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4229
MSMEG_4230	MSMEG_4230	mraY	mraY	4311875	4312954	-	phospho-N-acetylmuramoyl-pentapeptide-transferase	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	gene	gene4228	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4230
MSMEG_4231	MSMEG_4231		MSMEG_4231	4312951	4314480	-	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	identified by match to protein family HMM PF01225%3B match to protein family HMM PF02875%3B match to protein family HMM TIGR01143	gene	gene4229	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4231
MSMEG_4232	MSMEG_4232	murE	murE	4314477	4316039	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase	involved in cell wall formation%3B peptidoglycan synthesis%3B cytoplasmic enzyme%3B catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-aceylmuramoyl-l-alanyl-d-glutamate	gene	gene4230	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4232
MSMEG_4233	MSMEG_4233		MSMEG_4233	4316086	4318032	-	penicillin binding protein transpeptidase domain-containing protein	identified by match to protein family HMM PF00905%3B match to protein family HMM PF03717	gene	gene4231	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4233
MSMEG_4234	MSMEG_4234		MSMEG_4234	4318029	4319171	-	hypothetical protein		gene	gene4232	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4234
MSMEG_4235	MSMEG_4235	mraW	mraW	4319171	4320151	-	S-adenosyl-methyltransferase MraW	identified by match to protein family HMM PF01795%3B match to protein family HMM TIGR00006	gene	gene4233	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4235
MSMEG_4236	MSMEG_4236	mraZ	mraZ	4320309	4320740	-	cell division protein MraZ	MraZ%3B UPF0040%3B crystal structure shows similarity to AbrB	gene	gene4234	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4236
MSMEG_4237	MSMEG_4237		MSMEG_4237	4321263	4321664	-	transmembrane protein		gene	gene4235	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4237
MSMEG_4238	MSMEG_4238		MSMEG_4238	4321921	4322538	+	hypothetical protein		gene	gene4236	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4238
MSMEG_4239	MSMEG_4239		MSMEG_4239	4322593	4323288	+	LppM protein		gene	gene4237	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4239
MSMEG_4240	MSMEG_4240		MSMEG_4240	4323431	4324519	+	polyprenyl synthetase	identified by match to protein family HMM PF00348	gene	gene4238	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4240
MSMEG_4241	MSMEG_4241		MSMEG_4241	4324544	4326061	+	integral membrane protein		gene	gene4239	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4241
MSMEG_4242	MSMEG_4242		MSMEG_4242	4326128	4326532	-	transcriptional regulatory protein		gene	gene4240	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4242
MSMEG_4243	MSMEG_4243		MSMEG_4243	4326578	4327846	+	serine/threonine protein kinase	identified by match to protein family HMM PF00069%3B match to protein family HMM PF01163	gene	gene4241	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4243
MSMEG_4244	MSMEG_4244		MSMEG_4244	4327868	4329262	-	3-deoxy-7-phosphoheptulonate synthase	identified by match to protein family HMM PF01474%3B match to protein family HMM TIGR01358	gene	gene4242	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4244
MSMEG_4245	MSMEG_4245		MSMEG_4245	4329267	4329776	-	hypothetical protein		gene	gene4243	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4245
MSMEG_4246	MSMEG_4246		MSMEG_4246	4329722	4330684	-	integral membrane protein		gene	gene4244	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4246
MSMEG_4247	MSMEG_4247		MSMEG_4247	4330759	4332081	+	integral membrane protein		gene	gene4245	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4247
MSMEG_4248	MSMEG_4248		MSMEG_4248	4332098	4332823	-	1-acylglycerol-3-phosphate O-acyltransferase	identified by match to protein family HMM PF01553	gene	gene4246	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4248
MSMEG_4249	MSMEG_4249		MSMEG_4249	4332930	4333337	-	hypothetical protein		gene	gene4247	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4249
MSMEG_4250	MSMEG_4250		MSMEG_4250	4333334	4334611	-	membrane transport ATPase	identified by match to protein family HMM PF02374	gene	gene4248	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4250
MSMEG_4251	MSMEG_4251		MSMEG_4251	4334612	4335049	-	cyclase/dehydrase	identified by match to protein family HMM PF03364	gene	gene4249	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4251
MSMEG_4252	MSMEG_4252		MSMEG_4252	4335143	4335532	-	hypothetical protein		gene	gene4250	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4252
MSMEG_4253	MSMEG_4253		MSMEG_4253	4337414	4338562	-	glycoside hydrolase family protein	identified by match to protein family HMM PF00534	gene	gene4252	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4253
MSMEG_4254	MSMEG_4254		MSMEG_4254	4335624	4337423	+	AMP-binding protein	identified by match to protein family HMM PF00501	gene	gene4251	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4254
MSMEG_4255	MSMEG_4255		MSMEG_4255	4338603	4339400	-	hypothetical protein		gene	gene4253	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4255
MSMEG_4256	MSMEG_4256		MSMEG_4256	4339480	4340625	-	NLP/P60 family protein	identified by match to protein family HMM PF00877	gene	gene4254	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4256
MSMEG_4257	MSMEG_4257		MSMEG_4257	4340779	4341150	-	hypothetical protein		gene	gene4255	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4257
MSMEG_4258	MSMEG_4258	trpD	trpD	4343055	4344149	-	anthranilate phosphoribosyltransferase	Catalyzes the conversion of N-(5-phospho-D-ribosyl)-anthranilate and diphosphate to anthranilate and 5-phospho-alpha-D-ribose 1-diphosphate	gene	gene4257	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4258
MSMEG_4259	MSMEG_4259		MSMEG_4259	4341162	4343180	+	hypothetical protein	contains 3'-5'exonuclease domain	gene	gene4256	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4259
MSMEG_4260	MSMEG_4260		MSMEG_4260	4344261	4344872	+	cytochrome C oxidase subunit 3	identified by match to protein family HMM PF00510	gene	gene4258	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4260
MSMEG_4261	MSMEG_4261		MSMEG_4261	4344911	4345717	+	ubiquinol-cytochrome C reductase cytochrome C subunit	identified by match to protein family HMM PF00034	gene	gene4259	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4261
MSMEG_4262	MSMEG_4262		MSMEG_4262	4345696	4346922	+	ubiquinol-cytochrome C reductase iron-sulfur subunit	identified by match to protein family HMM PF00355	gene	gene4260	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4262
MSMEG_4263	MSMEG_4263		MSMEG_4263	4346919	4348559	+	ubiquinol-cytochrome C reductase cytochrome b subunit	identified by match to protein family HMM PF00033	gene	gene4261	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4263
MSMEG_4264	MSMEG_4264		MSMEG_4264	4349138	4349701	-	hypothetical protein		gene	gene4262	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4264
MSMEG_4265	MSMEG_4265		MSMEG_4265	4349701	4350594	-	MmpS3 protein		gene	gene4263	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4265
MSMEG_4266	MSMEG_4266		MSMEG_4266	4350575	4350724	+	hypothetical protein		gene	gene4264	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4266
MSMEG_4267	MSMEG_4267		MSMEG_4267	4350770	4351189	-	cytochrome C oxidase polypeptide 4		gene	gene4265	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4267
MSMEG_4268	MSMEG_4268		MSMEG_4268	4351209	4352234	-	cytochrome C oxidase subunit 2	identified by match to protein family HMM PF00116	gene	gene4266	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4268
MSMEG_4269	MSMEG_4269	asnB	asnB	4352394	4354370	+	asparagine synthase	identified by match to protein family HMM PF00310%3B match to protein family HMM PF00733%3B match to protein family HMM TIGR01536	gene	gene4267	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4269
MSMEG_4270	MSMEG_4270		MSMEG_4270	4354392	4355369	-	adenosine kinase	identified by match to protein family HMM PF00294	gene	gene4268	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4270
MSMEG_4271	MSMEG_4271		MSMEG_4271	4355564	4356217	+	hypothetical protein		gene	gene4269	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4271
MSMEG_4272	MSMEG_4272		MSMEG_4272	4356255	4356611	-	HesB/YadR/YfhF family protein	identified by match to protein family HMM PF01521%3B match to protein family HMM TIGR00049	gene	gene4270	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4272
MSMEG_4273	MSMEG_4273		MSMEG_4273	4356838	4357524	+	integral membrane protein		gene	gene4271	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4273
MSMEG_4274	MSMEG_4274	cobU	cobU	4357558	4358091	+	cobinamide kinase / cobinamide phosphate guanyltransferase	identified by match to protein family HMM PF02283	gene	gene4272	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4274
MSMEG_4275	MSMEG_4275	cobT	cobT	4358088	4359143	+	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide and 5%2C6-dimethylbenzimidazole	gene	gene4273	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4275
MSMEG_4276	MSMEG_4276	ilvE	ilvE	4359885	4360991	-	branched-chain amino acid aminotransferase	catalyzes the transamination of the branched-chain amino acids to their respective alpha-keto acids	gene	gene4275	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4276
MSMEG_4277	MSMEG_4277	cobS	cobS	4359163	4359888	+	cobalamin synthase	catalyzes the formation of adenosylcobalamin from Ado-cobinamide-GDP and alpha-ribazole	gene	gene4274	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4277
MSMEG_4278	MSMEG_4278	gcvT	gcvT	4361041	4362138	-	glycine cleavage system aminomethyltransferase T	catalyzes the transfer of a methylene carbon from the methylamine-loaded GcvH protein to tetrahydrofolate%2C causing the release of ammonia and the generation of reduced GcvH protein	gene	gene4276	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4278
MSMEG_4279	MSMEG_4279		MSMEG_4279	4362195	4363286	+	adenylate and guanylate cyclase catalytic domain-containing protein	identified by match to protein family HMM PF00211	gene	gene4277	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4279
MSMEG_4280	MSMEG_4280		MSMEG_4280	4364847	4366583	-	short chain dehydrogenase	identified by match to protein family HMM PF00106%3B match to protein family HMM PF00561	gene	gene4279	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4280
MSMEG_4281	MSMEG_4281		MSMEG_4281	4363291	4364850	+	leucyl aminopeptidase	catalyzes the removal of N-terminal amino acids preferably leucine from various peptides	gene	gene4278	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4281
MSMEG_4282	MSMEG_4282		MSMEG_4282	4366658	4367005	-	hypothetical protein		gene	gene4280	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4282
MSMEG_4283	MSMEG_4283	sucB	sucB	4367210	4368967	+	dihydrolipoamide acetyltransferase	identified by match to protein family HMM PF00198%3B match to protein family HMM PF00364%3B match to protein family HMM PF02817%3B match to protein family HMM TIGR02927	gene	gene4281	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4283
MSMEG_4284	MSMEG_4284		MSMEG_4284	4369020	4369928	+	hypothetical protein	identified by match to protein family HMM PF01073%3B match to protein family HMM PF01370%3B match to protein family HMM TIGR01777	gene	gene4282	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4284
MSMEG_4285	MSMEG_4285	lipB	lipB	4369946	4370632	+	lipoate-protein ligase B	lipoyl/octanoyltransferase%3B catalyzes the transfer of the lipoyl/octanoyl moiety of lipoyl/octanoyl-ACP onto lipoate-dependent enzymes like pyruvate dehydrogenase and the glycine cleavage system protein H	gene	gene4283	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4285
MSMEG_4286	MSMEG_4286	lipA	lipA	4370637	4371581	+	lipoyl synthase	catalyzes the radical-mediated insertion of two sulfur atoms into an acyl carrier protein (ACP) bound to an octanoyl group to produce a lipoyl group	gene	gene4284	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4286
MSMEG_4287	MSMEG_4287		MSMEG_4287	4371586	4372338	+	integral membrane protein		gene	gene4285	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4287
MSMEG_4288	MSMEG_4288		MSMEG_4288	4374158	4374631	-	integral membrane protein	identified by match to protein family HMM PF06271	gene	gene4287	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4288
MSMEG_4289	MSMEG_4289		MSMEG_4289	4372372	4374180	+	amidohydrolase	identified by match to protein family HMM PF01979%3B match to protein family HMM PF07969	gene	gene4286	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4289
MSMEG_4290	MSMEG_4290	glnA	glnA	4374853	4376289	+	glutamine synthetase	identified by match to protein family HMM PF00120%3B match to protein family HMM PF03951%3B match to protein family HMM TIGR00653	gene	gene4288	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4290
MSMEG_4291	MSMEG_4291	dtd	dtd	4376518	4376949	+	D-tyrosyl-tRNA(Tyr) deacylase	hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr)%3B defense mechanism against a harmful effect of D-tyrosine	gene	gene4289	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4291
MSMEG_4292	MSMEG_4292		MSMEG_4292	4376977	4377387	+	integral membrane protein	identified by match to protein family HMM PF07681	gene	gene4290	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4292
MSMEG_4293	MSMEG_4293		MSMEG_4293	4377492	4380491	-	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase	catalyzes the ATP-dependent addition of AMP to a subunit of glutamine synthetase%3B also catalyzes the reverse reaction - deadenylation%3B adenylation/deadenylation of glutamine synthetase subunits is important for the regulation of this enzyme	gene	gene4291	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4293
MSMEG_4294	MSMEG_4294	glnA	glnA	4380541	4381881	-	glutamine synthetase	identified by match to protein family HMM PF00120%3B match to protein family HMM PF03951%3B match to protein family HMM TIGR00653	gene	gene4292	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4294
MSMEG_4295	MSMEG_4295		MSMEG_4295	4381934	4383436	-	alpha/beta hydrolase	identified by match to protein family HMM PF00561	gene	gene4293	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4295
MSMEG_4296	MSMEG_4296		MSMEG_4296	4383565	4385097	-	protease	identified by match to protein family HMM PF00561	gene	gene4294	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4296
MSMEG_4297	MSMEG_4297		MSMEG_4297	4385129	4386526	-	acyltransferase	identified by match to protein family HMM PF03007%3B match to protein family HMM TIGR02946	gene	gene4295	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4297
MSMEG_4298	MSMEG_4298	panB	panB	4386689	4387552	+	3-methyl-2-oxobutanoate hydroxymethyltransferase	catalyzes the formation of tetrahydrofolate and 2-dehydropantoate from 5%2C10-methylenetetrahydrofolate and 3-methyl-2-oxobutanoate	gene	gene4296	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4298
MSMEG_4299	MSMEG_4299		MSMEG_4299	4387638	4388423	-	enoyl-CoA hydratase/isomerase	identified by match to protein family HMM PF00378	gene	gene4297	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4299
MSMEG_4300	MSMEG_4300		MSMEG_4300	4388435	4389112	-	transcription regulator AmtR	identified by match to protein family HMM PF00440	gene	gene4298	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4300
MSMEG_4301	MSMEG_4301		MSMEG_4301	4389120	4390904	-	fatty-acid--CoA ligase	activates fatty acids by binding to coenzyme A	gene	gene4299	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4301
MSMEG_4302	MSMEG_4302		MSMEG_4302	4391109	4392635	+	adenylate cyclase	identified by match to protein family HMM PF01928%3B match to protein family HMM PF05235	gene	gene4300	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4302
MSMEG_4303	MSMEG_4303		MSMEG_4303	4393133	4394689	-	methyltransferase	identified by match to protein family HMM PF03848%3B match to protein family HMM PF05724%3B match to protein family HMM PF07992	gene	gene4301	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4303
MSMEG_4304	MSMEG_4304		MSMEG_4304	4394755	4395333	+	regulatory protein	identified by match to protein family HMM PF01381%3B match to protein family HMM PF07883	gene	gene4302	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4304
MSMEG_4305	MSMEG_4305		MSMEG_4305	4395335	4396432	-	bifunctional RNase H/acid phosphatase	identified by match to protein family HMM PF00300	gene	gene4303	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4305
MSMEG_4306	MSMEG_4306		MSMEG_4306	4396429	4397157	-	hypothetical protein	identified by match to protein family HMM PF02591	gene	gene4304	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4306
MSMEG_4307	MSMEG_4307		MSMEG_4307	4397147	4398298	-	hypothetical protein	identified by match to protein family HMM PF01784%3B match to protein family HMM TIGR00486	gene	gene4305	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4307
MSMEG_4308	MSMEG_4308		MSMEG_4308	4398573	4399265	+	5'-nucleotidase	identified by match to protein family HMM PF00702%3B match to protein family HMM TIGR01549	gene	gene4306	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4308
MSMEG_4309	MSMEG_4309		MSMEG_4309	4399258	4399749	+	low molecular weight protein-tyrosine-phosphatase	identified by match to protein family HMM PF01451	gene	gene4307	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4309
MSMEG_4310	MSMEG_4310	cobD	cobD	4400536	4401492	-	cobalamin biosynthesis protein	CobD%3B CbiD in Salmonella%3B converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group	gene	gene4309	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4310
MSMEG_4311	MSMEG_4311		MSMEG_4311	4399749	4400582	+	hypothetical protein		gene	gene4308	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4311
MSMEG_4312	MSMEG_4312		MSMEG_4312	4401582	4401829	+		conserved hypothetical protein%3B this gene contains a frame shift which is not the result of sequencing error	gene	gene4310	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4312
MSMEG_4313	MSMEG_4313		MSMEG_4313	4401829	4402245	+	glyoxalase/bleomycin resistance protein/dioxygenase	identified by match to protein family HMM PF00903	gene	gene4311	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4313
MSMEG_4314	MSMEG_4314		MSMEG_4314	4402310	4402825	+	hypothetical protein		gene	gene4312	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4314
MSMEG_4315	MSMEG_4315		MSMEG_4315	4402920	4403411	+	igma-70 family RNA polymerase sigma factor	identified by match to protein family HMM PF04542%3B match to protein family HMM PF04545%3B match to protein family HMM TIGR02937	gene	gene4313	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4315
MSMEG_4316	MSMEG_4316		MSMEG_4316	4403408	4403971	+	methylated-DNA--protein-cysteine methyltransferase	identified by match to protein family HMM PF01035%3B match to protein family HMM PF02870%3B match to protein family HMM TIGR00589	gene	gene4314	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4316
MSMEG_4317	MSMEG_4317		MSMEG_4317	4403968	4404681	+	hypothetical protein		gene	gene4315	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4317
MSMEG_4318	MSMEG_4318		MSMEG_4318	4404837	4405655	+	hypothetical protein		gene	gene4316	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4318
MSMEG_4319	MSMEG_4319		MSMEG_4319	4405775	4405846	-	tRNA-Val		tRNA	gene4317	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4319
MSMEG_4320	MSMEG_4320		MSMEG_4320	4405907	4406377	-	alkyl hydroperoxide reductase	identified by match to protein family HMM PF00578	gene	gene4318	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4320
MSMEG_4321	MSMEG_4321		MSMEG_4321	4406378	4406815	-	hypothetical protein		gene	gene4319	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4321
MSMEG_4322	MSMEG_4322		MSMEG_4322	4406957	4407487	-	hypothetical protein		gene	gene4320	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4322
MSMEG_4323	MSMEG_4323	aceE	aceE	4407679	4410468	+	pyruvate dehydrogenase subunit E1	E1 component%3B part of pyruvate dehydrogenase%3B forms a complex with DlaT and LpdC	gene	gene4321	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4323
MSMEG_4324	MSMEG_4324		MSMEG_4324	4410564	4411850	+	hypothetical protein		gene	gene4322	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4324
MSMEG_4325	MSMEG_4325		MSMEG_4325	4412068	4412940	+	malonyl CoA-ACP transacylase		gene	gene4323	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4325
MSMEG_4326	MSMEG_4326	acpP	acpP	4413021	4413320	+	acyl carrier protein	carries the fatty acid chain in fatty acid biosynthesis	gene	gene4324	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4326
MSMEG_4327	MSMEG_4327		MSMEG_4327	4413317	4414567	+	3-oxoacyl-ACP synthase	FabF%3B beta-ketoacyl-ACP synthase II%2C KASII%3B catalyzes a condensation reaction in fatty acid biosynthesis: addition of an acyl acceptor of two carbons from malonyl-ACP%3B required for the elongation of short-chain unsaturated acyl-ACP	gene	gene4325	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4327
MSMEG_4328	MSMEG_4328		MSMEG_4328	4414597	4415850	+	3-oxoacyl-ACP synthase	FabF%3B beta-ketoacyl-ACP synthase II%2C KASII%3B catalyzes a condensation reaction in fatty acid biosynthesis: addition of an acyl acceptor of two carbons from malonyl-ACP%3B required for the elongation of short-chain unsaturated acyl-ACP	gene	gene4326	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4328
MSMEG_4329	MSMEG_4329		MSMEG_4329	4415919	4417343	+	propionyl-CoA carboxylase subunit beta	identified by match to protein family HMM PF01039	gene	gene4327	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4329
MSMEG_4330	MSMEG_4330		MSMEG_4330	4417418	4418167	-	short chain dehydrogenase	identified by match to protein family HMM PF00106	gene	gene4328	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4330
MSMEG_4331	MSMEG_4331		MSMEG_4331	4418265	4419254	+	transcriptional regulator	identified by match to protein family HMM PF00126%3B match to protein family HMM PF03466	gene	gene4329	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4331
MSMEG_4332	MSMEG_4332		MSMEG_4332	4419488	4421044	-	glycerol-3-phosphate dehydrogenase	identified by match to protein family HMM PF01266	gene	gene4330	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4332
MSMEG_4333	MSMEG_4333		MSMEG_4333	4421041	4421625	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene4331	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4333
MSMEG_4334	MSMEG_4334		MSMEG_4334	4421676	4423253	+	flavoprotein	identified by match to protein family HMM PF01565%3B match to protein family HMM PF02913	gene	gene4332	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4334
MSMEG_4335	MSMEG_4335		MSMEG_4335	4423250	4424152	+	diacylglycerol kinase	involved in the biosynthesis of phosphatidylinositol mannosides (PIMs)%3B the enzyme from Mycobacterium tuberculosis can phosphorylate a variety of amphipathic lipids	gene	gene4333	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4335
MSMEG_4336	MSMEG_4336		MSMEG_4336	4424220	4424732	-	hypothetical protein		gene	gene4334	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4336
MSMEG_4337	MSMEG_4337		MSMEG_4337	4424856	4425665	-	beta-lactamase	identified by match to protein family HMM PF00144	gene	gene4335	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4337
MSMEG_4338	MSMEG_4338		MSMEG_4338	4425730	4426827	-	transcriptional regulatory protein		gene	gene4336	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4338
MSMEG_4339	MSMEG_4339		MSMEG_4339	4426949	4428589	-	hypothetical protein	identified by match to protein family HMM PF00196%3B match to protein family HMM PF07719	gene	gene4337	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4339
MSMEG_4340	MSMEG_4340		MSMEG_4340	4428679	4429770	+	NAD/mycothiol-dependent formaldehyde dehydrogenase	identified by match to protein family HMM PF00107	gene	gene4338	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4340
MSMEG_4341	MSMEG_4341		MSMEG_4341	4430412	4430561	-	hypothetical protein		gene	gene4340	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4341
MSMEG_4342	MSMEG_4342		MSMEG_4342	4429796	4430428	+	metallo-beta-lactamase	identified by match to protein family HMM PF00753	gene	gene4339	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4342
MSMEG_4343	MSMEG_4343		MSMEG_4343	4432170	4432934	-	hypothetical protein		gene	gene4342	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4343
MSMEG_4344	MSMEG_4344		MSMEG_4344	4430791	4432173	+	monooxygenase		gene	gene4341	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4344
MSMEG_4345	MSMEG_4345		MSMEG_4345	4432931	4433287	-	hypothetical protein		gene	gene4343	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4345
MSMEG_4346	MSMEG_4346		MSMEG_4346	4433006	4433236	+	hypothetical protein		gene	gene4344	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4346
MSMEG_4347	MSMEG_4347		MSMEG_4347	4433239	4434321	+	hypothetical protein		gene	gene4345	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_4347
